0	放 羊 的 星 星 里 夏 之 星 的 扮 演 者	1 1 1 1 1 0 1 1 1 0 0 0 0	《 放 羊 的 星 星 》 里 面 : 夏 之 星 扮 演 者 : 刘 荷 娜 是 哪 里 的 人	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 0 0 0 0
0	全 世 界 唯 一 规 定 买 车 必 须 自 备 停 车 位 的 国 家 是 哪 个 ?	1 1 1 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0	全 世 界 最 小 的 国 家 是 什 么 ?	1 1 1 0 0 0 1 1 0 0 0 0
1	杜 鹃 花 剪 枝 施 肥 的 问 题	1 1 1 1 1 0 0 0 0 0	什 么 时 候 可 以 给 杜 鹃 花 剪 枝 何 时 施 肥	0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0
1	vivo 是 什 么 类 型 手 机 啊	0 0 0 0 1 1 1 1 0	vivo 是 怎 么 样 的 手 机 啊	0 0 0 0 0 0 1 1 0
0	exo 的 队 长 是 谁	0 0 1 1 0 0	神 话 的 队 长 是 谁 ?	1 1 0 1 1 0 0 0
0	麦 当 劳 玉 米 杯 的 详 细 做 法 ( 高 分 )	1 1 1 1 1 0 0 0 0 0 0 0 1 1 0	河 北 玉 米 的 收 购 价	1 1 1 1 0 0 0 0
0	商 洛 市 哪 是 哪 个 省 的	1 1 1 0 0 0 0 0 0	徽 州 是 哪 省 的 ?	1 1 0 0 0 0 0
1	多 情 自 古 空 余 恨 , 此 恨 绵 绵 无 绝 期 . 是 怎 么 解 释	1 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0	“ 多 情 自 古 空 余 恨 , 此 恨 绵 绵 无 绝 期 ” 这 句 话 是 什 么 . . .	0 1 1 0 0 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1	中 国 人 民 银 行 征 信 中 心 : 目 前 系 统 未 收 录 你 的 个 人 信 息 , 无 法 进 行 注 册 是 什 么 意 思	1 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	在 中 国 人 民 银 行 征 信 中 心 注 册 , 输 入 名 字 , 身 份 证 好 之 后 , 跳 . . .	0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0
0	世 代 居 住 在 台 湾 省 的 少 数 民 族 是 ?	1 1 0 0 0 1 1 1 0 1 1 1 1 0 0	建 立 北 魏 的 少 数 民 族 是	0 0 1 1 0 1 1 1 1 0
1	新 君 威 1 . 6 ##t 玛 吉 斯 轮 胎 多 少 钱	1 1 1 0 0 0 0 0 1 1 1 1 0 0 0	2015 君 威 1 . 6 ##t 低 配 用 的 轮 胎 多 少 钱	0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0
1	《 心 墙 》 的 原 唱	0 1 1 0 0 0 0	谁 是 《 心 墙 》 的 原 唱	0 0 0 1 1 0 0 0 0
1	诛 仙 3 游 戏 bug	0 0 0 1 1 0	诛 仙 3 ##bug 怎 么 办	0 0 0 0 0 0 0
1	2016 年 清 明 节 当 日 有 什 么 禁 忌 冲 什 么 生 肖	0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0	今 天 十 二 生 肖 冲 忌	0 0 1 1 1 1 0 0
0	唱 歌 的 时 候 为 什 么 我 总 是 唱 不 了 低 音 ? 我 该 怎 么 办 ?	1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0	唱 歌 气 息 教 程	1 1 1 1 0 0
0	金 什 么 四 什 么 成 语	0 0 0 0 0 0 0 0	成 语 寓 言 故 事 的 主 要 内 容	1 1 0 0 0 0 0 0 0 0 0
0	为 什 么 有 的 女 人 说 话 , 不 好 好 说 , 却 总 是 大 喊 大 叫 的 , 像 疯 狗 一 样 见 谁 都 咬 ?	0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0	疯 狗 最 新 电 影 下 载 怎 么 又 下 不 了	1 1 0 0 1 1 0 0 0 0 0 0 0 0
0	诛 仙 手 游 的 嗜 血 珠 碎 片 任 务 怎 么 做	0 0 1 1 0 1 1 0 1 1 0 0 0 0 0	手 游 上 古 2 充 值 问 题	1 1 1 1 0 1 1 0 0
1	求 指 针 式 普 通 石 英 钟 的 印 刷 板 电 路 图 .	0 1 1 1 0 0 1 1 1 0 0 0 0 1 1 1 0	想 改 下 家 里 的 石 英 钟 弄 成 太 阳 能 板 子 的 , 求 动 手 能 力 强 的 帮 忙 . . .	0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0	gtx ##96 ##0m 显 卡 怎 么 样 ?	0 0 0 0 0 0 0 0 0	显 卡 驱 动 不 兼 容	0 0 1 1 0 0 0
0	适 合 中 学 生 的 舞 蹈	0 0 1 1 1 0 0 0	阳 光 总 在 风 雨 后 手 语 舞 蹈 分 解 动 作 视 频	0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0
1	关 于 托 福 和 gre 成 绩 邮 寄 到 申 请 的 学 校 的 时 间 的 问 题	0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	关 于 寄 送 gre 和 to ##ef ##l 成 绩 单 的 问 题	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0
1	3g 运 行 内 存 和 4g 的 运 行 内 存 的 差 别 大 吗 ?	0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0	手 机 3g ##b 的 运 行 内 存 与 4gb 的 运 行 内 存 真 的 有 很 大 差 别 么	1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
0	通 州 有 到 燕 郊 的 拼 车 吗 ?	1 1 0 0 1 1 0 1 1 0 0	拼 车 回 家 安 全 吗	0 0 1 1 0 0 0
0	国 庆 节 银 行 放 假 吗 ? 我 想 办 卡	1 1 1 1 1 0 0 0 0 0 0 0 0	漫 游 电 话 卡 , 办 什 么 卡 好 ?	1 1 1 1 1 0 0 0 0 0 0 0
1	近 视 的 女 生 大 学 期 间 当 兵 好 吗 ?	0 0 0 1 1 1 1 0 0 1 1 0 0 0	近 视 的 女 大 学 生 入 伍 义 务 兵 的 概 率 有 多 大	0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 0 0
1	请 问 带 有 药 健 字 、 药 械 准 字 、 消 证 字 、 消 字 号 、 的 药 品 能 在 药 店 销 售 吗 ?	0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	我 代 理 了 消 字 号 的 药 品 药 店 不 让 卖 谁 能 . . .	0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0
1	云 数 贸 上 市 最 新 消 息	1 1 0 1 1 0 0 0 0	云 数 贸 2017 年 能 上 市 吗 ,	1 1 0 0 0 0 1 1 0 0
0	农 村 三 部 曲 的 著 名 作 家 是 ?	1 1 0 0 0 0 1 1 1 1 0 0	农 村 说 的 鱼 香 学 名 叫 什 么 ?	1 1 0 0 0 1 1 0 0 0 0 0
1	怎 么 升 级 安 卓 模 拟 器 的 系 统 ?	0 0 1 1 1 1 1 1 1 0 0 0 0	安 卓 模 拟 器 电 脑 版 如 何 更 新 游 戏 ·	1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
1	英 魂 之 刃 开 外 挂 哪 个 好	1 1 1 1 0 1 1 0 0 0	英 魂 之 刃 怎 样 开 外 挂	1 1 1 1 0 0 0 0 0
0	我 的 世 界 单 机 防 爆 指 令 是 什 么	0 0 1 1 1 1 0 0 1 1 0 0 0	防 腐 防 爆 摄 像 头	1 1 0 0 0 0 0
0	货 车 年 检 , 后 面 轮 胎 花 纹 不 一 样 可 以 吗	0 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0	哪 种 轮 胎 噪 音 小	0 0 1 1 1 1 0
0	匹 马 单 枪 立 于 营 外 , 拒 汉 水 之 寨 的 是 谁 ?	0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0	本 山 快 乐 营 二 丫 是 谁	1 1 1 1 1 1 1 0 0
0	青 岛 是 春 秋 战 国 时 候 的 哪 个 国 家 ?	1 1 0 1 1 1 1 0 0 0 0 0 1 1 0	左 轮 手 枪 是 春 秋 战 国 时 候 的 哪 个 国 家 ?	1 1 1 1 0 1 1 1 1 0 0 0 0 0 1 1 0
1	日 军 给 慰 安 妇 身 体 检 查 过 程 , 日 军 如 何 残 暴 虐 待 慰 安 妇 【 组 图 】	1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0	慰 安 妇 怎 样 接 待 日 军 照 片	1 1 1 0 0 0 0 1 1 0 0
0	用 颗 粒 木 板 做 衣 柜 有 什 么 缺 点 ?	0 1 1 1 1 0 1 1 0 0 0 0 0 0	衣 柜 和 地 板 颜 色 搭 配	1 1 0 1 1 1 1 0 0
0	为 高 龄 老 人 做 婚 庆 都 需 要 什 么 步 骤	0 1 1 0 0 0 1 1 0 0 0 0 0 0 0	北 京 婚 庆 用 品 团 购	1 1 1 1 1 1 0 0
1	我 家 有 一 个 大 卧 室 的 小 窗 户 做 卷 帘 好 还 是 对 开 的 或 者 是 一 片 的 好 啊	0 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	我 想 问 一 下 , 我 家 卧 室 后 面 的 窗 户 比 较 小 , 不 知 道 用 哪 种 窗 帘 . . .	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
1	江 西 有 哪 些 品 牌 瓷 砖	1 1 0 0 0 1 1 0 0	十 大 品 牌 瓷 砖 那 些 是 江 西 生 产	1 1 0 0 1 1 0 0 0 1 1 0 0
0	我 是 司 机 以 前 加 入 了 滴 滴 打 车 现 在 想 退 出 不 知 道 该 怎 么 退 出 ?	0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	为 司 机 买 了 意 外 险 出 现 了 事 故 怎 么 赔 偿	0 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0
1	小 泰 迪 狗 的 驱 虫 药 怎 么 吃	1 1 1 0 0 1 1 1 0 0 0	泰 迪 快 三 个 月 怎 么 吃 驱 虫 药	1 1 0 0 0 0 0 0 0 0 0 0
1	贾 珍 的 父 亲 是 谁 ?	1 1 0 1 1 0 0 0	贾 珍 的 父 亲 叫 什 么 ?	1 1 0 1 1 0 0 0 0
0	太 平 天 国 运 动 。 爆 发 185 ##1 年 定 都 ?	1 1 1 1 1 1 0 0 0 0 0 0 0 0 0	主 裁 。 爆 发 185 ##1 年 定 都 ?	1 1 0 0 0 0 0 0 0 0 0
0	草 色 摇 看 近 却 无 是 描 写 哪 个 季 节 的	1 1 0 0 0 0 0 0 0 0 0 0 1 1 0	瓜 果 飘 香 是 描 写 什 么 季 节 景 色	1 1 0 0 0 0 0 0 0 1 1 0 0
1	这 是 怎 么 ? 微 信 5 . 0 版 本 的 不 能 用 qq 号 注 册 微 信 了 吗 ?	0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0	不 用 手 机 号 怎 么 用 qq 注 册 微 信 , 5 . 0 一 下 版 本 都 打 不 开 啊	0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1	求 我 的 世 界 盗 版 服 务 器 小 游 戏 , 躲 猫 猫 什 么 的 那 种 、 pvp 那 种 , 还 有 , 躲 猫 猫 的 那 个 的 英 文 是 啥 , 外 国 服 务 器	0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	求 我 的 世 界 盗 版 服 务 器 小 游 戏 , 躲 猫 猫 什 么 的 那 种 、 pvp 那 种 , . . .	0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1	on , at , in 在 表 示 时 间 用 法 与 区 别	0 0 0 0 0 0 0 0 1 1 1 1 0 0 0	在 时 间 中 on 和 in 和 at 的 用 法	0 1 1 0 0 0 0 0 0 0 0 0
1	把 占 城 稻 推 广 到 江 浙 和 淮 河 流 域 种 植 的 是	0 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0 0 0	把 占 城 稻 推 广 到 江 浙 和 淮 河 流 域 种 植 的 是 :	0 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0
0	孩 子 恋 爱 了 , 父 母 怎 么 办 ?	1 1 0 0 0 0 1 1 0 0 0 0	火 影 恋 爱 问 题 攻 略	1 1 0 0 0 0 0 0
0	20 钢 筋 9 米 长 一 件 多 少 根	0 1 1 0 0 0 0 0 0 0 0	钢 筋 重 量 计 算 公 式	1 1 1 1 0 0 0 0
1	滴 蜡 地 理 嘟 嘟 滴 蜡 地 理 度 是 什 么 歌	1 1 1 1 1 1 1 1 1 1 0 0 0 0 0	有 一 首 歌 曲 是 女 生 唱 的 , 高 潮 部 分 是 滴 蜡 滴 蜡 嘟 啦 类 什 么 的 。 。	0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0
1	小 美 人 鱼 人 物 英 文 名 翻 译 , 谁 都 是 谁 介 绍 一 下 ! ! ! 剧 本 看 不 懂 啊 ! ! 急 需 ! ! ! ! 谢 谢 各 位 了	1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	爱 看 书 的 朋 友 进 来 , 真 心 请 求 帮 助	0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
0	现 在 变 了 借 钱 的 是 老 子 要 钱 的 是 孙 子 以 前 关 系 再 好 现 在 一 提 钱 就 有 很 多 理 由 没 钱	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0	借 钱 的 理 由	0 0 0 0 0
1	南 京 高 铁 站 到 河 海 大 学 清 凉 山 校 区 怎 么 走 ? 两 个 地 方 有 多 远 , 打 的 多 少 钱	0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	南 京 高 铁 站 到 河 海 大 学 清 凉 山 校 区 怎 么 走	0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0
0	杭 州 是 哪 个 省 ?	1 1 0 0 0 0 0	杭 州 属 于 那 个 省	1 1 0 0 0 0 0
1	神 界 危 机 4 . 9 风 少 爷	1 1 1 1 0 0 0 0 0 0	神 界 危 机 4 . 9 怎 么 有 人 找 出 了 风 少 爷 拜 托 . . .	1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0
0	请 答 出 台 湾 省 第 一 篇 科 幻 小 说 的 名 称 :	0 0 0 1 1 1 0 0 1 1 1 1 1 0 0 0 0	中 国 大 陆 第 一 篇 被 改 编 为 科 幻 电 影 的 科 幻 小 说 是	0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0
1	招 行 信 用 卡 青 年 金 卡 额 度 是 多 少 , 是 一 万 以 上 吗 ?	0 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0	招 行 青 年 信 用 卡 取 现 额 度 是 多 少	0 0 1 1 1 1 1 0 0 1 1 0 0 0
1	青 云 志 第 五 集 百 度 云 链 接 , 求 告 知	1 1 0 0 0 0 1 1 0 1 1 0 0 0 0	求 青 云 志 第 五 集 百 度 云 资 源	0 1 1 0 0 0 0 1 1 0 0 0
0	集 装 箱 货 柜 20 ##hc 的 体 积 是 多 少 ?	0 0 0 1 1 0 0 0 1 1 0 0 0 0	求 货 柜 体 积 和 货 物 体 积	0 1 1 1 1 0 0 0 0 0
0	好 运 常 在 法 语 怎 么 说	1 1 0 0 1 1 0 0 0	求 09 年 法 语 流 行 歌 曲 ~	0 0 0 1 1 1 1 1 1 0
1	姚 明 是 哪 里 人 ?	1 1 0 0 0 0 0	姚 明 的 故 乡 在 哪 ?	1 1 0 1 1 0 0 0
1	苹 果 ipad 型 号 为 mc ##77 ##3 ##z ##p 尺 寸 多 大	0 0 0 1 1 0 0 0 0 0 0 1 1 0 0	ipad 有 几 个 版 本 , 几 个 系 列 , 尺 寸 分 别 多 大 的 , 最 好 详 细 点 , . . .	0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0	十 渡 旅 游 攻 略 , 有 哪 些 需 要 注 意 的 ?	1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	求 十 渡 旅 游 攻 略	0 1 1 1 1 0 0
0	欧 洲 最 大 的 半 岛 在 :	1 1 0 0 0 1 1 0 0	欧 洲 最 大 的 半 岛 是 哪 个 半 岛 ?	1 1 0 0 0 1 1 0 0 0 1 1 0
0	花 楹 怎 么 死 的	1 1 0 0 0 0	花 楹 结 局 什 么 意 思 啊	1 1 1 1 0 0 0 0 0
1	乒 乓 球 比 赛 规 则 没 改 变 以 前 每 局 的 记 分 标 准 是 :	1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0	乒 乓 球 比 赛 规 则 没 改 变 以 前 什 么 是 每 局 的 记 分 标 准 ?	1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
0	以 铜 仁 到 凯 里 经 玉 屏 走 高 速 有 多 少 公 里	0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0	眼 睛 近 视 做 手 术 应 该 怎 么 弄	1 1 0 0 1 1 1 0 0 0 0 0
0	汽 车 加 装 车 内 氛 围 灯 脚 底 氛 围 灯 影 响 电 瓶 吗 ?	0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0	电 瓶 车 和 小 汽 车 撞 了 , 该 怎 么 处 理	1 1 1 0 1 1 1 0 0 0 0 0 0 0 0
0	2010 欧 冠 决 赛 地 在 哪	0 1 1 1 1 0 0 0	欧 冠 全 称 是 ?	1 1 1 1 0 0
0	谁 有 黄 子 韬 的 新 歌 yes ##ter ##day 和 one ##he ##art 的 mp3 啊 ! ! ! 急 求 ! ! !	0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	免 费 取 名 字 测 试 打 分	1 1 0 0 0 1 1 0 0
0	[ 无 头 ] 给 纪 田 正 臣 配 音 的 是 谁 呢	0 0 0 0 0 1 1 1 0 1 1 0 0 0 0	柯 楠 中 给 新 一 配 音 的 是 谁 ? ( 中 文 )	1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0
0	中 国 加 入 亚 太 经 济 合 组 织 的 时 间 是 ?	1 1 0 0 1 1 1 1 0 0 0 0 1 1 0 0	中 国 加 入 上 错 花 轿 嫁 对 郎 合 组 织 的 时 间 是 ?	1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0
0	从 西 安 到 陇 南 有 直 达 车 吗 ?	0 1 1 0 1 1 0 1 1 1 0 0	甘 肃 陇 南 成 县 到 西 安 多 少 公 里	1 1 1 1 1 1 0 0 0 0 0 0 0
1	狗 有 几 种 类 型 ?	0 0 0 0 1 1 0	小 狗 有 多 少 种 类 型 的	1 1 0 0 0 0 1 1 0
0	京 东 一 元 夺 宝 是 真 的 吗	1 1 0 0 0 0 0 0 0 0	京 东 高 层 联 系 方 式	1 1 1 1 0 0 0 0
0	深 圳 一 个 月 社 保 是 多 少 元 。 。 。	1 1 0 0 0 1 1 0 0 0 0 0 0 0	外 地 社 保 如 何 转 入 深 圳	1 1 1 1 0 0 0 0 0 0
1	苏 辛 的 代 表 作 有 ? 急 急 急 ! ! !	1 1 0 1 1 1 0 0 0 0 0 0 0 0	苏 轼 的 代 表 作 有 哪 些	1 1 0 1 1 1 0 0 0
1	泫 雅 《 a + 》 中 《 平 稳 》 的 音 译 歌 词	1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0	求 泫 雅 新 歌 《 平 稳 》 的 中 文 音 译 。	0 1 1 0 0 0 0 0 0 0 1 1 1 1 0
1	青 花 瓷 烟 图 片 及 价 格 查 询	1 1 1 0 1 1 0 1 1 0 0	青 花 瓷 香 烟 是 哪 个 省 出 的	1 1 1 1 1 0 0 0 0 0 0
1	请 回 答 1988 里 第 20 集 善 宇 和 宝 拉 恋 爱 被 发 现 时 嗯 歌 曲 是 什 么	0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0	请 回 答 1988 里 第 20 集 善 宇 和 宝 拉 恋 爱 被 发 现 时 插 曲 ( 喔 哦 喔 哦 . . .	0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
0	我 做 跳 绳 这 个 运 动 , 不 用 跳 绳 , 直 接 在 那 里 跳 。 有 用 么	0 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0	跳 绳 和 跑 步 哪 个 好	1 1 0 1 1 0 0 0
0	关 于 白 酒 酒 坛 子 封 口 问 题 。	0 0 1 1 1 1 1 1 1 0 0 0	请 问 专 业 的 白 酒 酿 造 设 备 生 产 产 家 有 哪 些 不 是 小 型 自 酿 的 , 中 . . .	0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0	临 平 78 ##2 到 下 沙 最 早 是 几 点	1 1 0 0 0 1 1 0 0 0 0 0	关 于 临 平 职 高	0 0 1 1 0 0
1	五 峰 毛 尖 产 地	0 0 1 1 0 0	五 峰 毛 尖 在 哪 生 产 的	0 0 1 1 0 0 1 1 0
0	金 俊 绵 有 钱 还 是 吴 亦 凡 有 钱 还 是 鹿 晗 有 钱	1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 1 0 0	关 于 exo - m 中 吴 亦 凡 的 小 说 , 有 多 少 发 多 少 噢 , 我 不 方 便 在 贴 吧 看 . . .	0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1	2016 年 8 月 13 号 快 乐 大 本 营 杜 海 涛 唱 的 歌 曲 名 是 什 么	0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 1 1 0 0 0	2016 年 8 月 13 号 快 乐 大 本 营 杜 海 涛 唱 的 歌 叫 啥 名	0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 0 0 0
1	德 牧 脸 上 出 了 一 小 块 癣 咋 办 ?	0 0 1 1 0 0 0 0 0 0 0 0 0	好 多 人 都 说 废 机 油 治 癣 我 的 德 牧 长 癣 了 想 试 一 试 不 知 是 真 是 假	0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0	杨 紫 琼 和 甄 子 丹 合 作 的 电 影 有 吗	1 1 1 0 1 1 1 0 0 0 1 1 0 0	山 空 和 甄 子 丹 合 作 的 电 影 有 吗	1 1 0 1 1 1 0 0 0 1 1 0 0
1	极 品 败 类 穿 越 记 txt 全 集 下 载	1 1 1 1 0 0 0 0 0 0 0 0	极 品 穿 越 小 说 txt 全 集 免 费 下 载	1 1 1 1 1 1 0 0 0 0 0 0 0
1	ipad 死 机 了 , 无 法 退 出 , 也 无 法 关 机 , 怎 么 办	0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ipad 死 机 了 怎 么 办 , 关 机 也 关 不 了 , 又 不 能 下 电 池	0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0	干 咳 无 痰 喉 咙 痒 吃 什 么 药 都 不 好 … …	0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0	肺 炎 干 咳	1 1 0 0
1	银 行 承 兑 汇 票 盖 章 可 不 可 以 压 线	0 0 1 1 1 1 1 1 0 0 0 0 0 0	银 行 承 兑 汇 票 的 背 书 印 章 可 以 跨 线 吗	0 0 1 1 1 1 0 1 1 0 0 0 0 1 1 0
1	急 , 怎 么 在 编 辑 邮 件 时 加 入 可 输 数 字 的 方 框	0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0	在 excel 中 数 字 怎 么 输 入 到 方 框 □ 内	0 0 0 1 1 0 0 0 0 0 1 1 0 0
